mid,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
632,27,53,81,7,39,1,106,82,88,79
633,49,26,47,39,64,81,11,25,76,1
634,40,11,82,99,90,31,69,75,96,67
635,57,33,14,28,88,107,86,78,19,11
636,65,86,94,40,38,97,48,108,2,96
637,30,12,57,29,47,42,1,35,97,66
638,39,65,12,32,88,71,41,72,104,15
639,40,19,94,72,75,35,36,81,109,3
640,24,31,3,69,109,22,64,42,66,39
641,36,17,99,91,75,88,66,64,72,70
642,57,103,46,64,110,20,68,76,75,72
643,86,80,75,42,82,72,32,96,50,11
644,11,14,47,97,74,63,59,8,72,34
645,74,41,35,110,89,26,27,97,38,69
646,35,75,40,50,52,59,84,24,91,19
647,96,69,19,82,15,66,90,29,74,59
648,94,81,39,65,59,5,32,88,77,34
649,14,94,105,74,31,71,15,80,69,27
650,48,94,35,66,11,47,107,15,108,56
651,67,69,29,41,76,19,15,47,39,31
652,82,81,19,68,94,53,24,52,88,64
653,70,24,41,82,57,68,50,34,2,93
654,74,57,37,39,20,109,65,104,69,14
655,82,8,90,11,84,45,68,104,27,70
656,26,72,22,17,104,39,59,18,35,24
657,77,80,70,67,64,74,59,60,54,82
658,25,71,69,66,59,84,29,36,96,19
659,67,66,69,91,29,24,14,74,57,6
660,109,110,50,35,65,98,62,27,101,55
661,39,65,74,98,64,46,71,31,75,97
662,3,65,74,35,109,64,29,20,104,99
663,12,103,75,65,41,40,74,82,69,64
664,86,74,42,45,68,110,1,8,72,19
665,82,18,94,30,39,71,79,92,64,15
666,28,23,58,67,85,53,86,27,29,50
667,101,72,75,33,81,45,99,3,31,86
668,47,74,71,15,29,19,40,34,1,64
669,29,20,8,26,51,71,45,101,31,3
670,74,36,85,47,104,66,64,73,31,39
671,74,99,64,31,20,70,53,104,5,32
672,32,54,11,17,81,104,43,15,47,1
673,82,68,39,58,89,59,29,97,15,92
674,39,55,15,67,109,10,36,76,66,3
675,66,69,65,19,110,101,88,85,20,11
676,61,93,89,67,38,65,109,20,90,52
677,8,25,76,74,52,67,58,30,64,106
678,6,25,101,92,24,104,72,42,83,31
679,3,64,109,27,99,89,71,39,1,11
680,87,46,48,94,32,74,71,57,21,107
681,3,23,15,104,74,67,20,53,64,93
682,69,75,48,101,49,61,58,3,72,5
683,30,66,103,65,74,18,99,40,8,20
684,29,64,76,89,3,98,104,55,1,47
685,54,96,67,104,29,69,64,35,47,32
686,86,69,40,101,31,22,103,8,75,71
687,76,69,45,31,103,29,71,64,19,67
688,16,29,15,104,100,60,24,101,89,67
689,60,15,94,57,82,40,69,64,70,34
690,94,98,45,31,81,29,64,90,12,89
691,66,105,41,74,81,19,29,64,39,31
692,69,108,96,27,91,33,58,67,2,15
693,110,17,64,51,75,27,69,45,104,93
694,32,74,43,65,97,100,29,88,66,11
695,49,82,20,30,38,77,109,8,68,37
696,84,109,29,91,24,67,1,19,104,81
697,61,30,78,64,94,95,109,32,96,16
698,64,40,4,27,67,41,80,69,55,38
699,42,73,64,24,32,75,55,92,67,69
700,52,44,92,11,7,86,106,24,70,98
701,64,91,1,3,88,29,89,58,76,24
702,30,72,88,25,65,64,89,76,49,90
703,41,69,76,40,65,92,57,46,94,15
704,68,8,85,70,47,88,81,11,90,94
705,93,94,81,92,22,8,86,20,31,24
706,38,82,26,36,88,65,19,89,74,94
707,39,12,24,3,82,94,19,54,52,64
708,31,20,19,64,16,104,40,52,81,94
709,3,47,65,15,40,77,44,91,105,11
710,64,90,82,53,76,70,1,31,8,39
711,27,39,64,76,15,65,54,93,69,75
712,71,91,72,67,15,64,94,40,13,76
713,32,11,41,55,50,72,108,110,48,42
714,70,64,86,89,3,9,37,46,92,29
715,91,88,82,4,66,64,15,68,81,32
716,49,70,69,72,103,105,86,15,94,8
717,65,104,12,15,26,40,55,28,86,82
718,31,110,57,5,76,89,15,104,101,42
719,15,71,32,29,106,3,94,72,104,75
720,82,3,96,76,92,49,40,101,20,81
721,32,96,75,31,74,28,71,66,39,22
722,87,20,94,53,105,3,49,44,15,8
723,71,86,32,64,22,29,61,5,75,12
724,96,17,25,60,77,1,71,82,11,39
725,74,92,89,43,72,81,19,82,90,32
726,67,39,11,7,96,98,69,55,79,74
727,75,3,102,40,104,110,86,79,64,31
728,5,69,20,66,102,92,64,108,76,52
729,11,20,86,91,37,64,66,1,76,102
730,61,6,82,15,5,86,26,33,49,69
731,53,39,15,5,57,3,25,31,8,27
732,86,72,55,17,91,1,93,69,52,40
733,47,89,52,77,92,39,19,34,16,53
734,31,74,91,52,25,42,11,76,34,32
735,39,37,63,74,62,110,90,75,81,65
736,1,89,12,50,64,39,90,108,65,107
737,94,41,18,32,69,70,34,107,10,15
738,6,64,34,94,66,81,29,15,89,3
739,45,31,94,91,70,69,38,56,1,44
740,39,101,9,110,64,86,25,42,15,69
741,1,86,38,100,81,19,65,17,92,58
742,26,32,64,65,90,13,40,82,96,57
743,22,3,81,94,26,40,29,69,97,1
744,64,22,82,32,69,102,6,4,81,59
745,24,64,93,94,55,47,66,53,6,15
746,71,27,20,53,75,8,24,108,5,82
747,76,42,45,74,80,64,38,48,32,4
748,32,69,8,90,75,34,31,82,33,91
749,83,27,9,96,57,20,16,40,65,94
750,94,15,5,64,60,29,24,57,32,86
751,15,94,66,82,109,54,23,19,74,11
752,22,45,5,61,110,49,17,3,39,59
753,48,69,15,77,39,32,40,64,68,101
754,94,74,108,104,103,66,92,107,29,64
755,22,88,43,69,81,40,31,44,64,37
756,82,57,64,35,81,20,56,97,74,94
757,52,57,40,36,29,35,60,64,5,49
758,28,104,67,64,88,69,107,55,39,94
759,15,40,17,81,36,52,60,75,64,92
760,96,64,75,14,15,4,82,11,3,69
761,39,75,106,74,36,70,15,110,45,19
762,14,54,58,85,96,68,5,43,3,109
763,82,91,35,71,25,8,68,61,101,93
764,32,50,71,24,60,98,67,45,73,91
765,46,110,6,15,11,28,54,34,82,8
766,39,107,94,66,47,69,42,75,44,72
767,93,92,82,88,28,69,76,64,15,101
768,42,82,12,80,34,101,52,94,57,104
769,69,82,40,15,54,26,1,89,64,109
770,67,91,11,15,66,61,79,95,64,103
771,108,107,109,24,41,94,40,15,104,59
772,56,27,39,25,15,82,79,11,3,92
773,52,1,109,99,75,29,51,25,11,90
774,13,92,101,96,64,104,90,34,42,65
775,82,72,59,69,92,70,40,107,64,19
776,64,14,32,61,76,91,20,82,41,43
777,105,89,31,86,58,79,88,106,15,64
778,15,1,100,76,53,43,45,105,69,54
779,67,11,59,15,19,56,109,24,69,35
780,31,24,58,85,21,16,11,110,103,96
781,35,76,77,75,44,53,8,26,36,25
782,17,45,96,69,8,75,22,92,97,94
783,57,44,34,82,4,94,16,3,72,52
784,76,8,36,103,64,15,108,110,4,1
785,5,82,75,29,19,53,4,57,89,38
786,102,42,104,74,69,32,61,94,75,82
787,17,65,25,104,52,20,67,73,64,1
788,24,70,42,69,39,82,72,50,4,32
789,1,32,34,69,42,94,70,13,31,88
790,8,64,3,101,24,98,78,94,4,84
791,96,89,26,29,74,57,6,53,51,71
792,33,61,67,81,79,39,106,50,72,15
793,90,102,94,67,66,101,64,97,3,65
794,91,64,7,3,65,15,58,82,88,61
795,35,5,32,39,22,64,108,97,91,11
796,34,69,94,104,37,74,67,109,40,20
797,39,6,13,102,58,21,64,3,105,59
798,101,74,110,41,25,16,31,13,20,8
799,71,64,57,52,40,91,53,50,106,61
800,57,40,91,73,52,69,75,9,34,94
801,75,71,27,40,96,42,3,64,53,88
802,67,97,74,54,64,58,94,76,17,108
803,64,106,50,105,104,65,39,15,3,41
804,66,20,3,75,49,56,101,91,74,64
805,41,74,17,29,64,94,67,108,30,101
806,19,1,32,107,16,20,70,86,72,3
807,65,20,66,19,16,9,34,89,39,74
808,104,53,90,101,42,98,43,74,91,55
809,18,75,70,5,15,4,105,86,8,64
810,25,102,103,53,35,76,68,8,9,55
811,42,61,11,102,39,80,27,31,77,104
812,2,67,91,21,8,74,61,64,59,94
813,19,11,81,93,72,97,8,71,101,52
814,54,17,86,8,31,19,36,104,72,110
815,74,95,96,56,72,64,82,69,46,32
816,64,33,14,50,82,92,2,108,53,24
817,73,107,65,109,57,16,24,29,46,20
818,37,54,3,47,11,1,19,55,15,69
819,71,1,35,67,103,19,3,55,29,89
820,32,52,81,40,6,89,108,19,15,3
821,71,47,55,69,11,1,75,4,56,20
822,76,34,8,39,15,104,89,49,75,86
823,53,24,92,94,100,82,91,104,22,101
824,77,104,9,10,27,101,38,36,88,8
825,25,3,91,5,8,75,32,1,9,44
826,29,82,88,14,101,59,39,1,76,91
827,107,15,19,14,110,79,27,41,34,66
828,74,39,24,91,36,81,104,82,88,66
829,41,27,69,64,32,108,65,107,91,96
830,101,94,39,15,89,32,104,24,75,19
831,13,105,3,70,5,33,101,66,71,77
832,64,72,67,3,94,19,35,98,102,6
833,76,56,46,64,40,81,101,86,41,47
834,82,69,59,19,64,34,20,71,40,32
835,17,32,64,15,71,36,81,31,56,49
836,31,3,101,58,64,110,57,62,75,46
837,102,101,74,104,90,16,8,75,72,86
838,8,83,109,43,1,110,46,36,39,103
839,1,20,44,88,81,37,13,8,2,57
840,104,15,96,75,54,110,57,61,69,36
841,64,92,29,27,5,55,2,33,69,91
842,44,55,103,32,54,99,69,52,105,53
843,5,44,84,74,96,64,94,31,13,99
844,32,3,34,97,76,94,64,88,22,104
845,32,67,15,11,76,64,68,8,40,91
846,104,8,64,1,68,24,82,90,42,49
847,71,5,34,98,74,35,15,9,109,72
848,82,15,107,69,40,91,23,11,39,31
849,67,72,109,104,34,38,106,13,60,98
850,101,66,15,40,94,64,54,19,47,29
851,69,90,22,25,32,96,92,8,89,94
852,52,27,40,86,74,67,11,17,72,91
853,107,66,31,88,48,75,1,60,46,5
854,71,72,68,5,66,1,12,73,40,75
855,26,108,19,11,1,72,52,40,59,89
856,85,9,76,29,64,69,3,86,74,28
857,102,86,51,88,76,12,82,23,94,39
858,67,24,82,57,94,15,70,96,72,92
859,27,55,76,49,1,92,65,84,28,20
860,50,24,29,42,64,4,67,96,97,82
861,3,50,8,91,31,105,98,40,66,52
862,6,102,29,96,15,65,91,3,64,47
863,65,91,9,11,5,30,27,57,20,82
864,24,49,20,31,103,60,86,58,34,8
865,91,89,67,20,64,1,104,15,110,32
866,25,105,39,110,35,57,6,64,53,55
867,27,3,59,75,8,51,82,40,66,74
868,26,15,106,109,82,31,64,103,107,50
869,38,81,82,30,13,49,31,15,9,32
870,92,64,70,21,24,102,69,88,74,103
871,86,99,64,101,96,11,109,35,94,69
872,67,3,37,64,69,86,15,94,39,65
873,54,59,64,52,66,58,71,74,92,31
874,66,1,19,81,106,107,31,24,91,90
875,38,3,64,74,90,15,91,104,110,27
876,76,69,72,91,50,22,32,96,101,15
877,90,69,74,82,44,110,23,87,48,66
878,82,94,56,81,23,64,72,32,100,19
879,44,49,47,19,11,81,94,8,77,96
880,27,15,50,17,66,82,32,74,60,28
881,1,88,94,42,74,50,38,3,15,82
882,13,64,8,96,25,78,90,88,37,45
883,92,109,94,15,72,11,14,3,91,89
884,64,70,91,75,19,24,66,72,104,94
885,42,101,81,69,91,19,64,71,60,74
886,89,26,81,31,64,40,94,82,102,17
887,8,6,34,38,91,35,102,94,3,90
888,15,40,70,81,11,31,24,39,3,64
889,64,31,4,53,66,101,8,50,15,99
890,11,53,90,67,93,91,68,87,64,110
891,64,4,42,74,104,58,13,90,11,57
892,15,94,48,20,9,45,22,59,75,41
893,15,102,66,64,101,34,94,82,40,91
894,53,64,69,90,31,70,14,33,8,25
895,82,91,20,64,94,96,69,28,1,92
896,59,91,29,3,64,72,9,32,40,110
897,66,92,38,74,31,82,71,69,55,70
898,103,91,1,42,15,101,92,19,24,47
899,96,1,75,47,103,97,109,65,71,57
900,53,64,44,102,48,8,32,59,21,55
901,91,13,23,6,109,52,75,39,71,67
902,13,110,5,86,9,94,42,69,64,71
903,66,75,1,103,49,104,80,105,64,36
904,15,94,76,96,75,69,64,57,82,77
905,58,76,19,8,74,14,40,57,48,11
906,5,29,61,70,75,59,64,24,86,65
907,67,73,29,76,101,53,15,64,37,60
908,64,41,31,54,32,110,98,68,50,105
909,33,29,81,80,32,12,28,64,109,31
910,32,58,3,81,64,94,57,69,34,38
911,35,66,29,27,61,24,20,69,32,67
912,67,88,24,65,71,34,26,94,69,19
913,90,3,57,99,65,15,50,67,31,64
914,110,55,40,75,39,96,82,59,94,57
915,16,75,86,59,27,94,40,19,47,11
916,39,64,8,88,15,35,69,17,109,107
917,60,106,70,31,109,57,24,65,23,86
918,86,48,64,106,31,55,68,70,5,26
919,41,1,60,76,32,91,71,94,58,55
920,22,109,49,86,15,94,60,101,66,74
921,95,71,2,64,89,24,86,6,3,74
922,96,82,64,71,6,49,23,97,81,28
923,81,49,15,69,64,75,43,87,58,100
924,35,59,1,68,5,73,64,18,46,57
925,34,69,64,42,50,32,10,24,75,8
926,3,32,100,53,76,6,104,31,71,17
927,96,31,70,19,32,1,64,86,49,29
928,20,50,101,15,31,98,87,25,71,55
929,108,82,104,69,24,35,15,3,27,91
930,32,89,71,65,40,78,86,12,15,66
931,96,101,13,93,47,31,69,74,15,50
932,66,94,64,76,55,82,89,43,32,79
933,67,82,76,15,86,101,88,40,85,64
934,64,66,60,17,5,8,42,109,24,102
935,21,17,71,3,82,1,7,87,90,76
936,15,96,103,75,72,41,82,64,71,81
937,50,94,35,104,59,46,71,21,57,31
938,19,47,68,34,17,39,104,10,16,37
939,3,37,75,71,90,6,22,73,88,27
940,52,19,31,9,56,96,1,74,39,3
941,91,64,19,93,94,96,42,82,76,13
942,3,11,34,9,69,91,32,6,35,102
943,42,55,39,32,75,29,64,15,81,1
944,69,65,57,4,92,60,58,66,8,32
945,77,3,45,74,110,11,85,50,1,15
946,10,20,49,3,94,102,89,11,60,39
947,105,25,40,42,92,15,67,61,64,87
948,32,64,1,46,104,82,67,24,6,81
949,69,86,83,15,29,44,47,64,41,53
950,101,82,90,69,8,105,6,89,1,11
951,92,107,89,31,96,9,72,24,39,64
952,51,45,4,87,15,73,9,31,39,64
953,82,66,104,15,22,64,12,96,32,31
954,61,67,24,65,4,27,58,32,15,91
955,76,45,101,107,102,94,81,93,15,65
956,72,90,21,71,94,54,20,104,24,36
957,64,40,11,25,31,70,72,67,55,7
958,65,75,81,82,50,66,11,16,22,40
959,102,74,8,81,24,9,109,110,1,75
960,94,75,4,1,91,61,78,96,8,47
961,32,54,55,90,82,71,5,24,3,64
962,86,65,52,81,73,34,69,67,70,90
963,11,89,71,64,68,107,57,15,34,6
964,23,65,68,71,69,24,39,64,72,50
965,67,11,15,32,97,44,8,87,72,105
966,8,3,15,91,89,75,103,94,11,19
967,5,71,91,51,24,68,109,3,1,81
968,86,36,58,104,32,75,11,59,73,41
969,1,106,75,39,42,19,29,65,57,15
970,24,66,12,9,48,64,50,91,74,11
971,104,94,29,11,22,14,76,67,64,25
972,4,89,91,87,94,53,69,72,104,24
973,29,94,103,71,31,68,52,69,58,56
974,82,39,73,59,92,42,11,19,8,78
975,64,41,108,74,65,94,107,37,25,20
976,75,104,31,50,107,66,93,15,11,60
977,15,65,69,55,58,42,64,102,45,99
978,59,82,90,41,34,81,27,32,3,15
979,76,75,29,49,64,8,32,22,104,42
980,91,93,80,101,15,35,37,82,8,59
981,34,69,22,67,91,50,27,110,4,81
982,86,11,75,67,9,29,76,2,44,3
983,89,82,61,94,74,15,69,109,3,1
984,29,28,46,57,24,75,107,39,22,96
985,12,20,102,32,14,46,66,29,28,94
986,64,28,8,101,104,65,3,19,76,15
987,20,24,15,67,89,26,40,13,16,14
988,1,90,15,12,86,96,94,3,62,74
989,57,11,40,108,96,1,47,103,109,34
990,57,36,70,94,86,31,41,27,32,8
991,41,35,101,86,34,104,15,70,67,19
992,86,25,12,39,65,24,94,20,41,19
993,96,101,1,79,69,57,81,52,25,66
994,74,44,75,4,54,104,76,31,94,13
995,106,102,70,40,76,1,39,9,8,6
996,104,64,68,101,50,31,24,6,9,5
997,15,89,61,60,42,3,50,57,67,72
998,29,32,15,61,69,43,91,93,64,22
999,13,59,29,93,69,104,89,57,31,22
1000,56,69,15,72,89,84,24,64,93,32
1001,3,69,57,75,37,8,97,22,59,92
1002,52,11,22,96,57,64,61,77,58,27
1003,102,91,15,3,32,70,92,60,75,8
1004,29,15,108,19,86,1,91,68,89,66
1005,29,109,96,20,38,75,71,8,73,64
1006,27,50,57,18,34,90,75,39,72,101
1007,67,5,31,20,110,101,34,27,76,6
1008,81,69,5,82,91,41,64,15,50,55
1009,32,61,65,101,15,73,52,96,71,69
1010,36,19,24,64,70,92,86,15,107,8
1011,25,64,74,35,96,34,108,89,27,67
1012,32,19,89,8,104,58,103,31,39,7
1013,68,22,67,69,89,86,29,44,15,75
1014,29,24,3,85,42,1,64,88,76,69
1015,86,34,96,107,82,47,58,61,8,15
1016,50,39,47,15,101,32,64,65,75,61
1017,59,19,64,29,41,90,105,76,75,8
1018,61,96,13,82,32,102,28,90,107,46
1019,104,13,29,3,65,82,86,96,67,24
1020,52,109,6,32,94,68,12,91,31,86
1021,104,67,3,24,31,15,32,50,70,74
1022,41,18,4,16,75,88,77,105,69,76
1023,70,102,53,60,38,75,3,106,46,39
1024,49,104,47,75,44,39,15,107,1,57
1025,39,28,74,71,82,101,32,64,6,59
1026,31,32,25,61,27,71,24,82,26,66
1027,32,46,54,96,94,91,34,58,67,6
1028,32,19,3,74,72,36,76,66,108,105
1029,59,39,109,110,107,81,64,75,86,29
1030,50,40,75,82,65,19,67,76,94,101
1031,12,64,96,13,82,40,24,67,60,29
1032,24,50,46,90,17,71,11,32,44,8
1033,24,69,98,82,26,55,81,21,34,39
1034,82,75,5,40,11,101,76,32,28,99
1035,58,92,57,94,15,67,55,76,75,96
1036,40,11,64,71,55,1,42,41,75,68
1037,75,23,26,66,17,46,24,89,31,104
1038,15,57,96,44,71,1,17,45,67,6
1039,104,29,42,86,15,52,4,41,108,93
1040,49,29,68,21,2,82,88,15,30,19
1041,110,55,13,71,66,69,93,24,1,75
1042,83,55,106,52,40,11,104,95,72,9
1043,61,46,22,13,5,19,20,82,83,32
1044,57,59,104,31,24,11,8,76,105,94
1045,59,24,92,76,74,66,1,71,15,109
1046,103,33,61,53,24,59,47,49,64,26
1047,5,15,64,59,67,65,50,24,76,94
1048,31,59,104,34,8,24,82,74,69,86
1049,16,88,20,52,11,106,32,1,69,14
1050,50,68,39,85,64,27,96,6,54,69
1051,102,30,91,8,3,15,44,75,36,86
1052,47,58,37,34,52,25,105,89,110,104
1053,6,11,15,66,24,34,56,73,47,20
1054,96,92,89,15,29,36,39,24,71,61
1055,31,81,60,84,50,108,106,109,15,8
1056,71,99,15,97,77,54,94,24,65,91
1057,71,82,17,24,19,1,90,64,91,35
1058,60,29,32,73,58,64,24,65,107,40
1059,108,104,19,65,24,9,110,64,1,34
1060,42,75,29,104,86,82,13,69,60,3
1061,108,85,76,101,20,32,39,13,11,25
1062,75,96,61,101,108,36,93,64,3,34
1063,14,89,58,15,32,106,37,60,8,17
1064,52,44,60,83,64,14,23,19,24,69
1065,29,50,64,104,24,92,3,20,1,15
1066,67,10,1,24,45,53,27,99,8,32
1067,101,77,66,67,69,94,75,58,82,61
1068,64,88,22,93,97,90,24,66,29,31
1069,31,87,81,6,64,94,92,15,1,16
1070,3,99,15,69,8,76,37,64,56,12
1071,75,74,68,29,82,1,96,69,10,52
1072,64,54,60,52,36,71,82,75,48,109
1073,64,3,82,44,74,12,81,101,110,73
1074,31,66,41,106,15,74,47,53,60,44
1075,27,64,76,96,91,75,49,47,39,9
1076,45,94,104,8,19,47,11,63,24,39
1077,24,75,72,8,40,41,66,15,1,36
1078,78,101,50,15,69,8,84,72,55,11
1079,65,71,44,68,66,22,38,75,76,15
1080,55,29,109,40,49,32,76,13,11,42
1081,60,71,65,67,15,6,14,81,24,55
1082,14,1,76,48,75,32,24,54,57,52
1083,55,57,104,64,3,96,69,74,90,8
1084,44,64,102,91,67,12,65,57,74,69
1085,3,32,20,96,53,24,17,26,89,28
1086,104,3,107,70,73,65,94,74,57,18
1087,6,4,47,22,72,20,96,64,8,87
1088,76,94,15,40,74,60,75,85,47,19
1089,64,42,82,71,101,110,15,5,11,69
1090,1,6,108,20,83,93,32,31,104,55
1091,1,71,15,68,76,16,8,64,75,92
1092,110,1,75,29,76,86,11,34,9,22
1093,15,91,16,22,90,50,73,17,64,8
1094,85,68,25,12,20,93,11,83,110,97
1095,71,63,82,30,19,94,32,1,75,64
1096,65,55,77,67,89,35,1,40,59,81
1097,49,60,57,67,15,101,28,96,74,40
1098,88,74,69,82,96,8,3,86,81,75
1099,39,74,55,67,71,49,84,48,73,104
1100,101,107,16,55,80,11,19,67,82,32
1101,110,1,92,69,44,15,50,29,64,104
1102,22,39,19,81,110,69,64,55,33,15
1103,24,71,102,40,93,65,39,98,11,70
1104,67,8,12,39,31,64,104,1,19,87
1105,5,46,10,64,54,19,94,95,11,83
1106,107,65,64,54,91,75,42,71,3,72
1107,69,3,110,65,32,40,8,20,76,22
1108,17,94,76,1,31,88,110,71,57,52
1109,3,19,15,40,72,5,53,60,81,100
1110,91,1,74,96,20,95,89,64,44,77
1111,59,81,44,3,5,93,15,94,96,13
1112,47,1,40,64,3,86,59,94,15,88
1113,42,89,104,11,8,74,71,1,5,96
1114,3,40,64,57,72,91,73,67,81,47
1115,67,101,104,44,26,15,55,70,5,19
1116,35,81,22,2,89,64,70,3,98,10
1117,15,71,89,90,86,76,37,3,108,91
1118,70,42,109,66,65,68,17,101,39,4
1119,32,98,54,105,34,67,11,97,29,71
1120,8,71,94,49,32,25,20,108,41,72
1121,69,99,37,50,58,22,94,92,15,16
1122,15,47,91,29,92,108,81,101,109,57
1123,27,104,92,35,64,73,88,34,9,109
1124,3,36,97,72,110,40,109,74,108,31
1125,94,86,24,3,82,81,27,87,71,35
1126,81,15,82,3,29,64,48,84,89,71
1127,65,32,69,64,39,59,76,54,72,68
1128,24,40,101,62,64,91,67,55,15,4
1129,24,11,19,57,35,8,109,94,96,34
1130,43,104,47,9,82,39,81,5,49,99
1131,54,76,16,39,15,105,61,102,24,94
1132,31,46,104,82,26,1,2,75,91,3
1133,82,71,21,32,64,29,18,84,68,15
1134,69,26,29,68,74,20,64,22,30,94
1135,3,75,85,70,76,61,11,104,1,109
1136,72,75,42,25,67,44,55,70,96,59
1137,3,49,37,8,82,64,32,76,54,65
1138,75,8,107,82,91,29,52,109,56,68
1139,64,100,94,90,37,67,19,24,101,83
1140,39,82,101,15,104,18,102,14,93,54
1141,47,67,64,41,72,15,82,32,94,71
1142,71,15,49,91,42,103,57,77,31,24
1143,73,20,27,34,70,74,104,21,53,75
1144,20,64,44,33,65,11,66,42,8,39
1145,108,87,15,58,71,9,64,29,11,57
1146,91,14,74,42,57,1,94,64,9,3
1147,65,19,15,3,42,58,32,109,50,31
1148,94,65,9,89,24,81,21,27,91,105
1149,88,72,31,66,24,3,76,81,75,104
1150,5,65,109,89,11,34,69,64,57,29
1151,69,15,92,1,41,103,94,64,101,89
1152,12,64,15,66,74,41,3,29,24,86
1153,45,64,31,15,69,105,84,50,97,52
1154,96,68,91,62,11,2,19,3,64,86
1155,1,89,75,57,32,94,82,40,105,104
1156,15,76,109,31,64,8,82,90,9,75
1157,80,61,5,71,15,36,70,50,60,59
1158,29,34,83,104,17,43,1,19,80,93
1159,39,15,64,65,82,96,61,81,32,102
1160,57,26,24,65,89,94,81,15,3,1
1161,29,72,96,6,17,104,53,37,8,13
1162,88,27,71,64,82,28,35,101,58,29
1163,11,15,104,107,99,91,55,64,8,14
1164,75,12,91,57,74,78,88,69,82,24
1165,91,25,14,68,39,46,81,74,97,94
1166,15,60,66,69,5,40,59,43,32,27
1167,94,34,31,3,96,101,38,69,75,66
1168,44,24,77,102,17,75,106,6,1,64
1169,86,73,40,47,72,39,45,110,101,69
1170,81,77,11,90,82,108,69,76,57,35
1171,69,65,12,75,16,24,106,46,57,32
1172,15,57,20,50,72,94,35,24,26,90
1173,34,88,101,76,64,61,55,94,109,20
1174,15,12,61,96,65,24,102,73,76,39
1175,110,48,16,32,74,57,39,94,20,22
1176,88,41,94,20,96,91,69,45,110,71
1177,60,20,104,67,15,82,97,72,74,8
1178,81,11,23,3,71,101,24,109,19,94
1179,104,42,94,15,40,66,20,89,3,64
1180,29,74,103,40,17,99,80,46,22,64
1181,104,3,8,64,73,101,50,57,108,16
1182,102,73,61,19,15,10,58,3,71,64
1183,58,69,94,91,74,19,101,3,83,71
1184,32,24,74,101,96,80,71,20,86,1
1185,96,107,109,82,67,44,58,75,8,1
1186,72,67,15,26,57,44,68,64,74,69
1187,83,90,92,101,26,76,96,108,41,82
1188,23,40,81,31,71,108,39,34,69,5
1189,15,96,19,49,20,75,21,41,56,35
1190,86,61,71,72,35,76,75,21,69,8
1191,16,65,74,61,39,32,103,101,44,34
1192,66,55,57,1,64,72,15,47,12,109
1193,24,8,3,10,109,64,76,57,34,42
1194,36,24,21,74,3,20,91,48,94,64
1195,74,75,9,40,81,3,66,34,1,42
1196,64,15,39,101,108,6,32,47,25,20
1197,24,54,48,50,66,70,72,5,59,40
1198,89,73,74,86,81,37,93,40,15,66
1199,82,91,44,64,94,69,32,34,102,75
1200,75,59,31,68,9,20,1,64,2,39
1201,89,33,82,15,8,72,79,64,67,106
1202,47,104,32,74,46,42,2,81,70,91
1203,75,1,69,19,48,55,52,81,92,3
1204,76,95,42,3,9,91,24,22,54,88
1205,66,71,81,9,74,40,64,52,26,29
1206,72,89,76,50,26,65,92,19,64,15
1207,43,69,73,75,59,94,40,15,104,93
1208,8,49,64,39,24,55,78,108,87,76
1209,94,19,4,34,101,82,3,40,32,64
1210,69,92,22,64,34,60,67,15,29,12
1211,8,70,109,82,32,1,88,22,5,3
1212,11,44,106,5,104,32,58,31,45,86
1213,22,50,51,94,48,5,49,8,66,108
1214,65,68,75,69,66,6,22,19,89,17
1215,74,40,72,73,91,75,15,65,104,20
1216,32,38,61,74,45,55,27,8,81,39
1217,72,39,25,71,65,10,22,49,91,20
1218,65,32,68,89,104,86,17,72,109,107
1219,100,20,75,72,45,60,64,94,13,67
1220,107,70,96,75,110,94,104,68,82,81
1221,95,64,57,65,82,1,74,67,6,86
1222,75,81,69,38,14,88,94,44,52,82
1223,11,66,1,8,94,24,29,74,78,96
1224,91,82,10,81,107,54,48,46,32,15
1225,96,69,11,104,42,58,100,64,101,57
1226,60,105,32,35,108,24,1,91,16,3
1227,110,57,67,15,101,64,92,29,54,24
1228,60,1,54,42,67,39,15,82,109,71
1229,110,91,97,55,12,20,59,104,72,8
1230,83,86,91,14,5,66,104,32,1,15
1231,67,31,91,34,32,81,74,70,43,82
1232,64,77,91,96,81,19,75,102,33,32
1233,101,44,3,75,97,5,15,88,19,72
1234,11,81,88,70,39,69,84,35,33,50
1235,81,11,74,99,3,76,46,39,42,24
1236,57,105,6,10,13,98,55,1,104,20
1237,26,91,2,96,5,34,40,19,94,72
1238,64,70,60,58,38,32,89,71,39,1
1239,8,74,24,1,108,72,101,66,45,96
1240,79,50,73,60,28,25,72,81,93,6
1241,86,64,15,50,8,24,101,29,107,60
1242,40,82,3,108,34,81,94,1,54,91
1243,75,55,68,88,74,104,48,81,77,69
1244,96,104,65,89,75,91,32,110,3,5
1245,91,25,36,71,61,11,6,47,34,109
1246,72,71,101,20,97,44,53,75,35,64
1247,76,75,96,8,24,89,13,34,1,92
1248,86,71,8,50,57,82,42,40,31,78
1249,38,6,24,69,20,8,72,10,64,88
1250,54,94,30,11,44,55,104,32,82,5
1251,64,3,27,15,8,75,42,82,17,76
1252,55,39,58,64,86,65,45,67,107,73
1253,107,80,10,29,34,92,24,71,15,50
